unitid,institution name,year,institution name,HD2013.Street address or post office box,HD2013.City location of institution,HD2013.State abbreviation,HD2013.ZIP code,HD2013.FIPS state code,HD2013.Geographic region,HD2013.Name of chief administrator,HD2013.Title of chief administrator,HD2013.General information telephone number,HD2013.Fax number,HD2013.Institution's internet website address,HD2013.Financial aid office web address,HD2013.Admissions office web address,HD2013.Online application web address,HD2013.Net price calculator web address,HD2013.Office of Postsecondary Education (OPE) ID Number,HD2013.OPE Title IV eligibility indicator code,HD2013.Employer Identification Number,HD2013.Multi-institution or multi-campus organization,HD2013.Identification number of multi-institution or multi-campus organization,HD2013.Name of multi-institution or multi-campus organization,HD2013.Sector of institution,HD2013.Level of institution,HD2013.Control of institution,HD2013.Highest level of offering,HD2013.Undergraduate offering,HD2013.Graduate offering,HD2013.Highest degree offered,HD2013.Degree-granting status,HD2013.Historically Black College or University,HD2013.Institution has hospital,HD2013.Institution grants a medical degree,HD2013.Tribal college,HD2013.Degree of urbanization (Urban-centric locale),HD2013.Fips County code,HD2013.County name,HD2013.Congressional district code,HD2013.Core Based Statistical Area (CBSA),HD2013.CBSA Type Metropolitan or Micropolitan,HD2013.Combined Statistical Area (CSA),HD2013.New England City and Town Area (NECTA),HD2013.Longitude location of institution,HD2013.Latitude location of institution,HD2013.Institution open to the general public,HD2013.Status of institution,HD2013.UNITID for merged schools,HD2013.Year institution was deleted from IPEDS,HD2013.Date institution closed,HD2013.Institution is active in current year,HD2013.Primarily postsecondary indicator,HD2013.Postsecondary institution indicator,HD2013.Postsecondary and Title IV institution indicator,"HD2013.Reporting method for student charges, graduation rates, retention rates and student financial aid",HD2013.Institutional category,HD2013.Carnegie Classification 2010: Basic,HD2013.Carnegie Classification 2010: Undergraduate Instructional Program,HD2013.Carnegie Classification 2010: Graduate Instructional Program,HD2013.Carnegie Classification 2010: Undergraduate Profile,HD2013.Carnegie Classification 2010: Enrollment Profile,HD2013.Carnegie Classification 2010: Size and Setting,HD2013.Land Grant Institution,HD2013.Carnegie Classification 2000,HD2013.Data Feedback Report comparison group category created by NCES,HD2013.Data Feedback Report - Institution submitted a custom comparison group,FLAGS2013.Status of IC component when institution was migrated,FLAGS2013.Revision status - Institutional Characteristics,FLAGS2013.Response status -  Institutional characteristics component,FLAGS2013.Type of imputation method Institutional Characteristics,FLAGS2013.Natural Disaster identification,HD2013.Institution name alias
482495,DeVry University-Kentucky,2013,DeVry University-Kentucky,"10172 Linn Station Rd., Ste 300",Louisville,Kentucky,40223,Kentucky,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Ebony Muldrow,Campus Director,5023262860,,www.devry.edu,,,,www.devry.edu/financial-aid-tuition/financial-aid-calculator.html,1072789,Participates in Title IV federal financial aid programs,362781982,Institution is part of a multi-institution or multi-campus organization,301420,DeVry University Inc.,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Master's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Master's degree,Degree-granting,No,Not applicable,No,No,Suburb: Large,"Jefferson County, KY",Jefferson County,"KY, District 03","Louisville/Jefferson County, KY-IN Metro Area",Not applicable,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN CSA",Not applicable,-85.560191,38.22396,Institution is open to the public,New (active) - added during the current year,-2,Not applicable,-2,Yes,Primarily postsecondary institution,Active postsecondary institution,Title IV postsecondary institution,Student charges for full academic year and fall GR/SFA/retention rate cohort,"Degree-granting, primarily baccalaureate or above","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Not a Land Grant Institution,{Item not available},"Private, for-profit, 4 year, degree-granting, highest degree awarded-Master's /2 of 2","Yes, institution submitted a custom comparison group","Complete, final lock applied",Did not submit revised data,Respondent,Not applicable,No,DeVry University-Louisville
482501,DeVry University-Maryland,2013,DeVry University-Maryland,"4550 Montgomery Ave., Ste 100 N",Bethesda,Maryland,20814,Maryland,Mid East DE DC MD NJ NY PA,Laura Bristow,Center Dean,3016528477,3016528577,www.devry.edu,,,,www.devry.edu/financial-aid-tuition/financial-aid-calculator.html,1072752,Participates in Title IV federal financial aid programs,362781982,Institution is part of a multi-institution or multi-campus organization,301420,DeVry University Inc.,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Master's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Master's degree,Degree-granting,No,Not applicable,No,No,City: Small,"Montgomery County, MD",Montgomery County,"MD, District 08","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",Not applicable,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA",Not applicable,-77.091721,38.98363,Institution is open to the public,New (active) - added during the current year,-2,Not applicable,-2,Yes,Primarily postsecondary institution,Active postsecondary institution,Title IV postsecondary institution,Student charges for full academic year and fall GR/SFA/retention rate cohort,"Degree-granting, primarily baccalaureate or above","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Not a Land Grant Institution,{Item not available},"Private, for-profit, 4 year, degree-granting, highest degree awarded-Master's /2 of 2","Yes, institution submitted a custom comparison group","Complete, final lock applied",Did not submit revised data,Respondent,Not applicable,No,DeVry University-Bethesda
482510,DeVry University-Michigan,2013,DeVry University-Michigan,"26999 Central Park Blvd., Ste. 125",Southfield,Michigan,48076,Michigan,Great Lakes IL IN MI OH WI,Amanda Ducharme,"Associate Director, Career Ser",2482131610,2483531804,www.devry.edu,,,,www.devry.edu/financial-aid-tuition/financial-aid-calculator.html,1072786,Participates in Title IV federal financial aid programs,362781982,Institution is part of a multi-institution or multi-campus organization,301420,DeVry University Inc.,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Master's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Master's degree,Degree-granting,No,Not applicable,No,No,City: Small,"Oakland County, MI",Oakland County,"MI, District 14","Detroit-Warren-Dearborn, MI Metro Area",Not applicable,"Detroit-Warren-Ann Arbor, MI CSA",Not applicable,-83.244745,42.486922,Institution is open to the public,New (active) - added during the current year,-2,Not applicable,-2,Yes,Primarily postsecondary institution,Active postsecondary institution,Title IV postsecondary institution,Student charges for full academic year and fall GR/SFA/retention rate cohort,"Degree-granting, primarily baccalaureate or above","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Not a Land Grant Institution,{Item not available},"Private, for-profit, 4 year, degree-granting, highest degree awarded-Master's /2 of 2","Yes, institution submitted a custom comparison group","Complete, final lock applied",Did not submit revised data,Respondent,Not applicable,No,DeVry University-Southfield
482529,DeVry University-Minnesota,2013,DeVry University-Minnesota,"7700 France Ave S., Ste. 575",Edina,Minnesota,55435,Minnesota,Plains IA KS MN MO NE ND SD,Stephanie Grgurich,Campus Director,9528381860,9528383737,www.devry.edu,,,,www.devry.edu/financial-aid-tuition/financial-aid-calculator.html,1072767,Participates in Title IV federal financial aid programs,362781982,Institution is part of a multi-institution or multi-campus organization,301420,DeVry University Inc.,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Master's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Master's degree,Degree-granting,No,Not applicable,No,No,Suburb: Large,"Hennepin County, MN",Hennepin County,"MN, District 03","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",Not applicable,"Minneapolis-St. Paul, MN-WI CSA",Not applicable,-93.331391,44.86283,Institution is open to the public,New (active) - added during the current year,-2,Not applicable,-2,Yes,Primarily postsecondary institution,Active postsecondary institution,Title IV postsecondary institution,Student charges for full academic year and fall GR/SFA/retention rate cohort,"Degree-granting, primarily baccalaureate or above","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Not a Land Grant Institution,{Item not available},"Private, for-profit, 4 year, degree-granting, highest degree awarded-Master's /1 of 2","Yes, institution submitted a custom comparison group","Complete, final lock applied",Did not submit revised data,Respondent,Not applicable,No,DeVry University-Edina
482538,DeVry University-Missouri,2013,DeVry University-Missouri,11224 Holmes Rd,Kansas City,Missouri,64131,Missouri,Plains IA KS MN MO NE ND SD,Ken Ross,Metro President,8169437300,,www.devry.edu,,,,www.devry.edu/financial-aid-tuition/financial-aid-calculator.html,1072717,Participates in Title IV federal financial aid programs,362781982,Institution is part of a multi-institution or multi-campus organization,301420,DeVry University Inc.,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Master's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Master's degree,Degree-granting,No,Not applicable,No,No,City: Large,"Jackson County, MO",Jackson County,"MO, District 05","Kansas City, MO-KS Metro Area",Not applicable,"Kansas City-Overland Park-Kansas City, MO-KS CSA",Not applicable,-94.585341,38.92235,Institution is open to the public,New (active) - added during the current year,-2,Not applicable,-2,Yes,Primarily postsecondary institution,Active postsecondary institution,Title IV postsecondary institution,Student charges for full academic year and fall GR/SFA/retention rate cohort,"Degree-granting, primarily baccalaureate or above","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Not a Land Grant Institution,{Item not available},"Private, for-profit, 4 year, degree-granting, highest degree awarded-Master's /1 of 2","Yes, institution submitted a custom comparison group","Complete, final lock applied",Did not submit revised data,Respondent,Not applicable,No,DeVry University-Kansas City |DeVry University-Kansas City Downtown |DeVry University-St. Louis
482547,DeVry University-Nevada,2013,DeVry University-Nevada,"2490 Paseo Verde Pkwy., Ste. 150",Henderson,Nevada,89074,Nevada,Far West AK CA HI NV OR WA,Lori Bryant,Campus Director,7029339700,7029339717,www.devry.edu,,,,www.devry.edu/financial-aid-tuition/financial-aid-calculator.html,1072755,Participates in Title IV federal financial aid programs,362781982,Institution is part of a multi-institution or multi-campus organization,301420,DeVry University Inc.,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Master's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Master's degree,Degree-granting,No,Not applicable,No,No,City: Large,"Clark County, NV",Clark County,"NV, District 03","Las Vegas-Henderson-Paradise, NV Metro Area",Not applicable,"Las Vegas-Henderson, NV-AZ CSA",Not applicable,-115.097181,36.01977,Institution is open to the public,New (active) - added during the current year,-2,Not applicable,-2,Yes,Primarily postsecondary institution,Active postsecondary institution,Title IV postsecondary institution,Student charges for full academic year and fall GR/SFA/retention rate cohort,"Degree-granting, primarily baccalaureate or above","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Not a Land Grant Institution,{Item not available},"Private, for-profit, 4 year, degree-granting, highest degree awarded-Master's /2 of 2","Yes, institution submitted a custom comparison group","Complete, final lock applied",Did not submit revised data,Respondent,Not applicable,No,DeVry University-Henderson
482556,DeVry University-New Jersey,2013,DeVry University-New Jersey,630 US Hwy. One,North Brunswick,New Jersey,8902,New Jersey,Mid East DE DC MD NJ NY PA,Chris Grevesen,Metro President,7327293960,7327293806,www.devry.edu,,,,www.devry.edu/financial-aid-tuition/financial-aid-calculator.html,1072718,Participates in Title IV federal financial aid programs,362781982,Institution is part of a multi-institution or multi-campus organization,301420,DeVry University Inc.,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Master's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Master's degree,Degree-granting,No,Not applicable,No,No,Suburb: Large,"Middlesex County, NJ",Middlesex County,"NJ, District 12","New York-Newark-Jersey City, NY-NJ-PA Metro Area",Not applicable,"New York-Newark, NY-NJ-CT-PA CSA",Not applicable,-74.441173,40.466525,Institution is open to the public,New (active) - added during the current year,-2,Not applicable,-2,Yes,Primarily postsecondary institution,Active postsecondary institution,Title IV postsecondary institution,Student charges for full academic year and fall GR/SFA/retention rate cohort,"Degree-granting, primarily baccalaureate or above","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Not a Land Grant Institution,{Item not available},"Private, for-profit, 4 year, degree-granting, highest degree awarded-Master's /1 of 2","Yes, institution submitted a custom comparison group","Complete, final lock applied",Did not submit revised data,Respondent,Not applicable,No,DeVry University-North Brunswick |DeVry University-Cherry Hill |DeVry University-Paramus
482565,DeVry University-North Carolina,2013,DeVry University-North Carolina,"2015 Ayrsley Town Blvd., Ste. 109",Charlotte,North Carolina,28273,North Carolina,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Regina Campbell,Campus Dean,7043622345,7043622668,www.devry.edu,,,,www.devry.edu/financial-aid-tuition/financial-aid-calculator.html,1072751,Participates in Title IV federal financial aid programs,362781982,Institution is part of a multi-institution or multi-campus organization,301420,DeVry University Inc.,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Master's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Master's degree,Degree-granting,No,Not applicable,No,No,City: Large,"Mecklenburg County, NC",Mecklenburg County,"NC, District 09","Charlotte-Concord-Gastonia, NC-SC Metro Area",Not applicable,"Charlotte-Concord, NC-SC CSA",Not applicable,-80.934493,35.138008,Institution is open to the public,New (active) - added during the current year,-2,Not applicable,-2,Yes,Primarily postsecondary institution,Active postsecondary institution,Title IV postsecondary institution,Student charges for full academic year and fall GR/SFA/retention rate cohort,"Degree-granting, primarily baccalaureate or above","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Not a Land Grant Institution,{Item not available},"Private, for-profit, 4 year, degree-granting, highest degree awarded-Master's /1 of 2","Yes, institution submitted a custom comparison group","Complete, final lock applied",Did not submit revised data,Respondent,Not applicable,No,DeVry University-Charlotte |DeVry University-Raleigh-Durham
482574,DeVry University-Ohio,2013,DeVry University-Ohio,1350 Alum Creek Dr.,Columbus,Ohio,43209,Ohio,Great Lakes IL IN MI OH WI,Scarlett Howery,Metro President,6142537291,,www.devry.edu,,,,www.devry.edu/financial-aid-tuition/financial-aid-calculator.html,1072720,Participates in Title IV federal financial aid programs,362781982,Institution is part of a multi-institution or multi-campus organization,301420,DeVry University Inc.,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Master's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Master's degree,Degree-granting,No,Not applicable,No,No,City: Large,"Franklin County, OH",Franklin County,"OH, District 03","Columbus, OH Metro Area",Not applicable,"Columbus-Marion-Zanesville, OH CSA",Not applicable,-82.940701,39.9405,Institution is open to the public,New (active) - added during the current year,-2,Not applicable,-2,Yes,Primarily postsecondary institution,Active postsecondary institution,Title IV postsecondary institution,Student charges for full academic year and fall GR/SFA/retention rate cohort,"Degree-granting, primarily baccalaureate or above","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Not a Land Grant Institution,{Item not available},"Private, for-profit, 4 year, degree-granting, highest degree awarded-Master's /1 of 2","Yes, institution submitted a custom comparison group","Complete, final lock applied",Did not submit revised data,Respondent,Not applicable,No,DeVry University-Cleveland |DeVry University-Cincinnati |DeVry University-Columbus |DeVry University-Columbus North |DeVry University-Dayton
482583,DeVry University-Oklahoma,2013,DeVry University-Oklahoma,"4013 NW Expressway St., Ste. 100",Oklahoma City,Oklahoma,73116,Oklahoma,Southwest AZ NM OK TX,Anthony Spano,Campus Director,4057679516,4058424573,www.devry.edu,,,,www.devry.edu/financial-aid-tuition/financial-aid-calculator.html,1072774,Participates in Title IV federal financial aid programs,362781982,Institution is part of a multi-institution or multi-campus organization,301420,DeVry University Inc.,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Master's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Master's degree,Degree-granting,No,Not applicable,No,No,City: Large,"Oklahoma County, OK",Oklahoma County,"OK, District 05","Oklahoma City, OK Metro Area",Not applicable,"Oklahoma City-Shawnee, OK CSA",Not applicable,-97.59009,35.537003,Institution is open to the public,New (active) - added during the current year,-2,Not applicable,-2,Yes,Primarily postsecondary institution,Active postsecondary institution,Title IV postsecondary institution,Student charges for full academic year and fall GR/SFA/retention rate cohort,"Degree-granting, primarily baccalaureate or above","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Not a Land Grant Institution,{Item not available},"Private, for-profit, 4 year, degree-granting, highest degree awarded-Master's /2 of 2","Yes, institution submitted a custom comparison group","Complete, final lock applied",Did not submit revised data,Respondent,Not applicable,No,DeVry University-Oklahoma City
482592,DeVry University-Oregon,2013,DeVry University-Oregon,"9755 SW Barnes Rd., Ste 150",Portland,Oregon,97225,Oregon,Far West AK CA HI NV OR WA,Dr. Michael Hohn,Academic Affairs Specialist,5032967468,5032966114,www.devry.edu,,,,www.devry.edu/financial-aid-tuition/financial-aid-calculator.html,1072749,Participates in Title IV federal financial aid programs,362781982,Institution is part of a multi-institution or multi-campus organization,301420,DeVry University Inc.,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Master's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Master's degree,Degree-granting,No,Not applicable,No,No,Suburb: Large,"Washington County, OR",Washington County,"OR, District 01","Portland-Vancouver-Hillsboro, OR-WA Metro Area",Not applicable,"Portland-Vancouver-Salem, OR-WA CSA",Not applicable,-122.777791,45.51187,Institution is open to the public,New (active) - added during the current year,-2,Not applicable,-2,Yes,Primarily postsecondary institution,Active postsecondary institution,Title IV postsecondary institution,Student charges for full academic year and fall GR/SFA/retention rate cohort,"Degree-granting, primarily baccalaureate or above","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Not a Land Grant Institution,{Item not available},"Private, for-profit, 4 year, degree-granting, highest degree awarded-Master's /2 of 2","Yes, institution submitted a custom comparison group","Complete, final lock applied",Did not submit revised data,Respondent,Not applicable,No,DeVry University-Portland
482608,DeVry University-Pennsylvania,2013,DeVry University-Pennsylvania,1140 Virginia Dr,Fort Washington,Pennsylvania,19034,Pennsylvania,Mid East DE DC MD NJ NY PA,Joyce Wheatley,Metro President,2155915700,2155915863,www.devry.edu,,,,www.devry.edu/financial-aid-tuition/financial-aid-calculator.html,1072722,Participates in Title IV federal financial aid programs,362781982,Institution is part of a multi-institution or multi-campus organization,301420,DeVry University Inc.,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Master's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Master's degree,Degree-granting,No,Not applicable,No,No,Suburb: Large,"Montgomery County, PA",Montgomery County,"PA, District 07","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Not applicable,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA",Not applicable,-75.178683,40.137042,Institution is open to the public,New (active) - added during the current year,-2,Not applicable,-2,Yes,Primarily postsecondary institution,Active postsecondary institution,Title IV postsecondary institution,Student charges for full academic year and fall GR/SFA/retention rate cohort,"Degree-granting, primarily baccalaureate or above","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Not a Land Grant Institution,{Item not available},"Private, for-profit, 4 year, degree-granting, highest degree awarded-Master's /1 of 2","Yes, institution submitted a custom comparison group","Complete, final lock applied",Did not submit revised data,Respondent,Not applicable,No,DeVry University-Fort Washington |DeVry University-Philadelphia |DeVry University-Pittsburgh |DeVry University-King of Prussia
482617,DeVry University-Tennessee,2013,DeVry University-Tennessee,"6401 Poplar Ave., Ste. 600",Memphis,Tennessee,38119,Tennessee,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,William West,Campus Director,9015372560,9016821326,www.devry.edu,,,,www.devry.edu/financial-aid-tuition/financial-aid-calculator.html,1072780,Participates in Title IV federal financial aid programs,362781982,Institution is part of a multi-institution or multi-campus organization,301420,DeVry University Inc.,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Master's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Master's degree,Degree-granting,No,Not applicable,No,No,City: Large,"Shelby County, TN",Shelby County,"TN, District 08","Memphis, TN-MS-AR Metro Area",Not applicable,"Memphis-Forrest City, TN-MS-AR CSA",Not applicable,-89.849201,35.09911,Institution is open to the public,New (active) - added during the current year,-2,Not applicable,-2,Yes,Primarily postsecondary institution,Active postsecondary institution,Title IV postsecondary institution,Student charges for full academic year and fall GR/SFA/retention rate cohort,"Degree-granting, primarily baccalaureate or above","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Not a Land Grant Institution,{Item not available},"Private, for-profit, 4 year, degree-granting, highest degree awarded-Master's /2 of 2","Yes, institution submitted a custom comparison group","Complete, final lock applied",Did not submit revised data,Respondent,Not applicable,No,DeVry University-Memphis |DeVry University-Nashville
482635,DeVry University-Texas,2013,DeVry University-Texas,"4800 Regent Blvd., Ste. 200",Irving,Texas,75063,Texas,Southwest AZ NM OK TX,John Stuart,Metro President,9729296777,9729292802,www.devry.edu,,,,www.devry.edu/financial-aid-tuition/financial-aid-calculator.html,1072724,Participates in Title IV federal financial aid programs,362781982,Institution is part of a multi-institution or multi-campus organization,301420,DeVry University Inc.,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Master's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Master's degree,Degree-granting,No,Not applicable,No,No,City: Midsize,"Dallas County, TX",Dallas County,"TX, District 24","Dallas-Fort Worth-Arlington, TX Metro Area",Not applicable,"Dallas-Fort Worth, TX-OK CSA",Not applicable,-97.012861,32.93416,Institution is open to the public,New (active) - added during the current year,-2,Not applicable,-2,Yes,Primarily postsecondary institution,Active postsecondary institution,Title IV postsecondary institution,Student charges for full academic year and fall GR/SFA/retention rate cohort,"Degree-granting, primarily baccalaureate or above","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Not a Land Grant Institution,{Item not available},"Private, for-profit, 4 year, degree-granting, highest degree awarded-Master's /1 of 2","Yes, institution submitted a custom comparison group","Complete, final lock applied",Did not submit revised data,Respondent,Not applicable,No,DeVry University-Austin |DeVry University-Ft. Worth |DeVry University-Houston |DeVry University-Houston Galleria |DeVry University-Irving |DeVry University-Richardson |DeVry University-San Antonio |DeVry University-Sugar Land
482644,DeVry University-Utah,2013,DeVry University-Utah,"9350 S 150 E., Ste. 420",Sandy,Utah,84070,Utah,Rocky Mountains CO ID MT UT WY,Michael Townsley,Campus Director,8015655110,,www.devry.edu,,,,www.devry.edu/financial-aid-tuition/financial-aid-calculator.html,1072776,Participates in Title IV federal financial aid programs,362781982,Institution is part of a multi-institution or multi-campus organization,301420,DeVry University Inc.,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Master's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Master's degree,Degree-granting,No,Not applicable,No,No,Suburb: Large,"Salt Lake County, UT",Salt Lake County,"UT, District 04","Salt Lake City, UT Metro Area",Not applicable,"Salt Lake City-Provo-Orem, UT CSA",Not applicable,-111.886641,40.581282,Institution is open to the public,New (active) - added during the current year,-2,Not applicable,-2,Yes,Primarily postsecondary institution,Active postsecondary institution,Title IV postsecondary institution,Student charges for full academic year and fall GR/SFA/retention rate cohort,"Degree-granting, primarily baccalaureate or above","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Not a Land Grant Institution,{Item not available},"Private, for-profit, 4 year, degree-granting, highest degree awarded-Master's /2 of 2","Yes, institution submitted a custom comparison group","Complete, final lock applied",Did not submit revised data,Respondent,Not applicable,No,DeVry University-Sandy
